"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
7.154702247E0,1.639083475E-1,-1.896311939E-1,9.951150894E0,9.954307111E0
7.156586570E0,1.495514214E-1,-2.183450609E-1,9.965508461E0,9.969021972E0
7.159101154E0,1.399801224E-1,-1.944168359E-1,9.917651176E0,9.920544199E0
7.161615737E0,1.016949639E-1,-1.704886109E-1,9.960722923E0,9.962700908E0
7.164130372E0,1.160518974E-1,-2.135594189E-1,9.965508461E0,9.968472027E0
7.166644956E0,9.690931439E-2,-2.183450609E-1,9.936794281E0,9.939665314E0
7.169159539E0,1.160518974E-1,-1.609173268E-1,9.965508461E0,9.967483199E0
7.171674175E0,8.733802289E-2,-1.752742529E-1,9.941579819E0,9.943508349E0
7.174188758E0,5.383851007E-2,-1.944168359E-1,9.936794281E0,9.938841838E0
7.176703393E0,7.776673883E-2,-1.992024779E-1,9.946365356E0,9.948663885E0
7.179217977E0,8.255238086E-2,-2.087737769E-1,9.922437668E0,9.924977111E0
7.181732612E0,3.948157281E-2,-2.087737769E-1,9.927223206E0,9.929496758E0
7.184247195E0,3.469592705E-2,-1.896311939E-1,9.898509026E0,9.900386090E0
7.186127300E0,2.991028316E-2,-1.800599098E-1,9.946365356E0,9.948040008E0
7.188641883E0,3.469592705E-2,-1.848455518E-1,9.912865639E0,9.914649608E0
7.191156466E0,-3.589233849E-3,-2.135594189E-1,9.869794846E0,9.872105692E0
7.193671102E0,-3.589233849E-3,-1.992024779E-1,9.912865639E0,9.914867608E0
7.196185685E0,2.512463741E-2,-1.752742529E-1,9.893723488E0,9.895307816E0
7.198700320E0,4.905286431E-2,-1.992024779E-1,9.884152412E0,9.886281238E0
7.201214904E0,2.991028316E-2,-2.231307179E-1,9.884152412E0,9.886715878E0
7.203729487E0,1.555334684E-2,-2.087737769E-1,9.893723488E0,9.895938200E0
7.206244122E0,2.033899166E-2,-1.944168359E-1,9.941579819E0,9.943501439E0
7.208758706E0,-8.374879137E-3,-1.800599098E-1,9.941579819E0,9.943213817E0
7.211273341E0,-3.589233849E-3,-1.992024779E-1,9.932008743E0,9.934006855E0
7.213787925E0,6.819544733E-2,-2.279163599E-1,9.927223206E0,9.930073366E0
7.215675581E0,3.948157281E-2,-1.992024779E-1,9.912865639E0,9.914945567E0
7.218190164E0,5.383851007E-2,-2.327020019E-1,9.951150894E0,9.954016924E0
7.220704747E0,1.351944804E-1,-2.183450609E-1,9.955936432E0,9.959248082E0
7.223219383E0,1.304088384E-1,-2.039881349E-1,9.941579819E0,9.944527486E0
7.225733966E0,1.064806059E-1,-1.465603858E-1,9.917651176E0,9.919305567E0
7.228248602E0,1.926222295E-1,-1.657029688E-1,9.960722923E0,9.963963165E0
7.230763185E0,1.639083475E-1,-1.944168359E-1,1.000857925E1,1.001180915E1
7.233277768E0,1.830509305E-1,-1.848455518E-1,1.001336479E1,1.001674348E1
7.235792404E0,1.974078715E-1,-1.369891018E-1,1.001815033E1,1.002103148E1
7.238306987E0,1.926222295E-1,-1.609173268E-1,9.951150894E0,9.954315739E0
7.240821622E0,1.734796464E-1,-1.417747438E-1,9.975079536E0,9.977595253E0
7.243336206E0,1.830509305E-1,-1.226321608E-1,1.000379372E1,1.000621982E1
7.245219383E0,1.543370634E-1,-1.752742529E-1,9.999007225E0,1.000173417E1
7.247733966E0,1.686939895E-1,-1.752742529E-1,1.000857925E1,1.001153522E1
7.250248550E0,1.208375469E-1,-1.369891018E-1,9.960722923E0,9.962397748E0
7.252763185E0,1.112662554E-1,-1.226321608E-1,9.965508461E0,9.966884052E0
7.255277768E0,1.160518974E-1,-1.609173268E-1,9.979865074E0,9.981836972E0
7.257792404E0,5.862415582E-2,-1.848455518E-1,9.975079536E0,9.976964289E0
7.260306987E0,1.064806059E-1,-1.752742529E-1,9.955936432E0,9.958048474E0
7.262821570E0,8.733802289E-2,-1.465603858E-1,9.884152412E0,9.885624755E0
7.265336206E0,5.862415582E-2,-1.609173268E-1,9.879366875E0,9.880851230E0
7.267850789E0,5.383851007E-2,-1.513460279E-1,9.946365356E0,9.947662439E0
7.270365425E0,5.982056726E-3,-1.322034448E-1,9.917651176E0,9.918534085E0
7.272880008E0,-8.374879137E-3,-1.465603858E-1,9.893723488E0,9.894812507E0
7.274765841E0,-8.374879137E-3,-1.561316848E-1,9.908080101E0,9.909313726E0
7.277280477E0,-2.751746029E-2,-1.752742529E-1,9.908080101E0,9.909668489E0
7.279795060E0,-3.589233849E-3,-1.465603858E-1,9.927223206E0,9.928305666E0
7.282309695E0,-1.794617064E-2,-1.561316848E-1,9.912865639E0,9.914111374E0
7.284824279E0,-5.623133108E-2,-1.657029688E-1,9.860223770E0,9.861776322E0
7.287338862E0,-2.751746029E-2,-1.417747438E-1,9.912865639E0,9.913917614E0
7.289853497E0,-3.589233849E-3,-1.752742529E-1,9.908080101E0,9.909630933E0
7.292368081E0,-8.374879137E-3,-1.561316848E-1,9.946365356E0,9.947594234E0
7.294882716E0,5.982056726E-3,-1.848455518E-1,9.922437668E0,9.924161070E0
7.297397300E0,7.776673883E-2,-1.561316848E-1,9.903294563E0,9.904830537E0
7.299911935E0,3.469592705E-2,-1.704886109E-1,9.908080101E0,9.909607533E0
7.302426518E0,6.819544733E-2,-1.704886109E-1,9.922437668E0,9.924136550E0
7.304305216E0,9.690931439E-2,-1.896311939E-1,9.975079536E0,9.977352513E0
7.306819800E0,1.208375469E-1,-1.752742529E-1,9.941579819E0,9.943859013E0
7.309334383E0,8.733802289E-2,-1.752742529E-1,9.946365356E0,9.948292959E0
7.311849018E0,2.021935135E-1,-2.039881349E-1,9.941579819E0,9.945727860E0
7.314363602E0,1.974078715E-1,-1.561316848E-1,9.960722923E0,9.963902254E0
7.316878237E0,1.686939895E-1,-2.566302419E-1,9.970293999E0,9.975022765E0
7.319392820E0,1.351944804E-1,-2.135594189E-1,9.946365356E0,9.949576321E0
7.321907404E0,1.878365725E-1,-2.087737769E-1,9.999007225E0,1.000295029E1
7.324422039E0,2.117647976E-1,-2.327020019E-1,9.970293999E0,9.975257238E0
7.326936622E0,1.734796464E-1,-2.374876440E-1,9.965508461E0,9.969847263E0
7.329451258E0,1.830509305E-1,-2.422732860E-1,1.001336479E1,1.001796778E1
7.331965841E0,2.069791555E-1,-2.183450609E-1,9.994221687E0,9.998749025E0
7.333850320E0,2.069791555E-1,-2.039881349E-1,9.999007225E0,1.000322933E1
7.336364904E0,1.782652885E-1,-1.944168359E-1,9.989436150E0,9.992918043E0
7.338879487E0,1.256231815E-1,-1.800599098E-1,9.955936432E0,9.958356942E0
7.341394122E0,1.160518974E-1,-1.800599098E-1,9.970293999E0,9.972595050E0
7.343908706E0,9.212367237E-2,-1.848455518E-1,9.936794281E0,9.938940348E0
7.346423341E0,8.733802289E-2,-2.135594189E-1,9.955936432E0,9.958609631E0
7.348937925E0,5.862415582E-2,-1.992024779E-1,9.951150894E0,9.953317162E0
7.351452508E0,2.033899166E-2,-2.039881349E-1,9.965508461E0,9.967616752E0
7.353967143E0,1.555334684E-2,-2.135594189E-1,9.941579819E0,9.943885499E0
7.356481727E0,2.991028316E-2,-2.135594189E-1,9.903294563E0,9.905642102E0
7.358996362E0,1.076770201E-2,-2.039881349E-1,9.946365356E0,9.948462741E0
7.361510945E0,1.555334684E-2,-2.039881349E-1,9.936794281E0,9.938900022E0
7.363386518E0,2.033899166E-2,-1.992024779E-1,9.927223206E0,9.929242462E0
7.365901102E0,-1.794617064E-2,-2.039881349E-1,9.941579819E0,9.943688577E0
7.368415685E0,-8.374879137E-3,-1.752742529E-1,9.893723488E0,9.895279463E0
7.370930320E0,-4.187439755E-2,-2.039881349E-1,9.884152412E0,9.886345813E0
7.373444904E0,-4.666004330E-2,-2.135594189E-1,9.932008743E0,9.934414047E0
7.375959539E0,-8.374879137E-3,-1.800599098E-1,9.955936432E0,9.957568074E0
7.378474122E0,3.469592705E-2,-1.465603858E-1,9.970293999E0,9.971431501E0
7.380988706E0,-8.374879137E-3,-1.944168359E-1,9.946365356E0,9.948268787E0
7.383503341E0,3.948157281E-2,-1.848455518E-1,9.936794281E0,9.938591815E0
7.386017925E0,-1.316052489E-2,-1.896311939E-1,9.960722923E0,9.962536542E0
7.388532560E0,2.991028316E-2,-1.992024779E-1,9.970293999E0,9.972328648E0
7.391047143E0,2.991028316E-2,-2.039881349E-1,9.927223206E0,9.929363845E0
7.392934695E0,8.733802289E-2,-1.848455518E-1,9.922437668E0,9.924543570E0
7.395449279E0,1.064806059E-1,-2.135594189E-1,9.970293999E0,9.973149360E0
7.397963862E0,1.064806059E-1,-1.848455518E-1,9.965508461E0,9.967791374E0
7.400478497E0,9.212367237E-2,-1.992024779E-1,9.994221687E0,9.996631209E0
7.402993081E0,1.447657645E-1,-2.087737769E-1,9.975079536E0,9.978314255E0
7.405507716E0,1.639083475E-1,-1.800599098E-1,9.979865074E0,9.982834989E0
7.408022300E0,1.447657645E-1,-1.992024779E-1,9.989436150E0,9.992470833E0
7.410536883E0,1.686939895E-1,-1.896311939E-1,9.999007225E0,1.000222791E1
7.413051518E0,1.543370634E-1,-2.135594189E-1,9.999007225E0,1.000247834E1
7.415566102E0,1.591227055E-1,-1.992024779E-1,1.000379372E1,1.000704204E1
7.418080737E0,1.591227055E-1,-2.039881349E-1,1.000857925E1,1.001192239E1
7.420595320E0,1.160518974E-1,-2.087737769E-1,1.001815033E1,1.002099748E1
7.422484852E0,1.351944804E-1,-1.848455518E-1,9.999007225E0,1.000162941E1
7.424999435E0,1.064806059E-1,-1.704886109E-1,9.989436150E0,9.991458306E0
7.427514018E0,8.733802289E-2,-2.039881349E-1,9.999007225E0,1.000146912E1
7.430028654E0,8.733802289E-2,-1.800599098E-1,9.975079536E0,9.977086812E0
7.432543237E0,4.905286431E-2,-1.417747438E-1,9.994221687E0,9.995347588E0
7.435057872E0,4.905286431E-2,-1.657029688E-1,9.932008743E0,9.933512034E0
7.437572456E0,6.340979785E-2,-1.657029688E-1,9.984650612E0,9.986226821E0
7.440087039E0,7.298108935E-2,-1.465603858E-1,9.908080101E0,9.909432752E0
7.442601675E0,5.862415582E-2,-1.752742529E-1,9.936794281E0,9.938512889E0
7.445116258E0,5.982056726E-3,-1.752742529E-1,9.888937950E0,9.890492942E0
7.447630893E0,6.819544733E-2,-1.561316848E-1,9.884152412E0,9.885620700E0
7.450145477E0,3.948157281E-2,-1.561316848E-1,9.888937950E0,9.890249222E0
7.452017300E0,2.512463741E-2,-1.417747438E-1,9.908080101E0,9.909126229E0
7.454531883E0,4.426721856E-2,-1.704886109E-1,9.860223770E0,9.861796933E0
7.457046466E0,3.948157281E-2,-1.417747438E-1,9.927223206E0,9.928314028E0
7.459561102E0,3.948157281E-2,-1.609173268E-1,9.903294563E0,9.904680529E0
7.462075685E0,2.512463741E-2,-1.752742529E-1,9.893723488E0,9.895307816E0
7.464590320E0,2.033899166E-2,-1.513460279E-1,9.908080101E0,9.909256813E0
7.467104904E0,6.340979785E-2,-1.752742529E-1,9.865009308E0,9.866770014E0
7.469619487E0,5.383851007E-2,-1.800599098E-1,9.927223206E0,9.929002001E0
7.472134122E0,5.862415582E-2,-1.465603858E-1,9.908080101E0,9.909337416E0
7.474648706E0,9.690931439E-2,-1.752742529E-1,9.912865639E0,9.914888686E0
7.477163341E0,9.690931439E-2,-1.657029688E-1,9.951150894E0,9.953002211E0
7.479677925E0,9.690931439E-2,-1.513460279E-1,9.941579819E0,9.943204027E0
7.481560164E0,1.208375469E-1,-1.657029688E-1,9.903294563E0,9.905417830E0
7.484074747E0,1.016949639E-1,-1.704886109E-1,9.951150894E0,9.953130781E0
7.486589331E0,1.256231815E-1,-1.896311939E-1,9.979865074E0,9.982457016E0
7.489103966E0,1.208375469E-1,-1.944168359E-1,9.984650612E0,9.987274276E0
7.491618550E0,6.819544733E-2,-1.704886109E-1,9.965508461E0,9.967200002E0
7.494133185E0,1.399801224E-1,-1.369891018E-1,9.979865074E0,9.981786781E0
7.496647768E0,1.256231815E-1,-1.704886109E-1,9.989436150E0,9.991680646E0
7.499162352E0,1.016949639E-1,-1.704886109E-1,9.994221687E0,9.996193044E0
7.501676987E0,1.399801224E-1,-1.657029688E-1,9.975079536E0,9.977437731E0
7.504191570E0,1.351944804E-1,-1.609173268E-1,9.979865074E0,9.982077881E0
7.506706206E0,7.298108935E-2,-1.896311939E-1,9.951150894E0,9.953225123E0
7.509220789E0,1.447657645E-1,-1.848455518E-1,9.936794281E0,9.939567676E0
7.511099643E0,9.212367237E-2,-1.944168359E-1,9.999007225E0,1.000132142E1
7.513614227E0,1.064806059E-1,-1.657029688E-1,9.946365356E0,9.948315405E0
7.516128810E0,8.255238086E-2,-2.039881349E-1,9.922437668E0,9.924877598E0
7.518643445E0,8.255238086E-2,-1.944168359E-1,9.951150894E0,9.953392232E0
7.521158029E0,2.991028316E-2,-1.944168359E-1,9.941579819E0,9.943525623E0
7.523672612E0,2.033899166E-2,-1.657029688E-1,9.955936432E0,9.957336059E0
7.526187247E0,1.555334684E-2,-1.848455518E-1,9.927223206E0,9.928956157E0
7.528701831E0,2.512463741E-2,-1.896311939E-1,9.903294563E0,9.905141818E0
7.531216466E0,5.982056726E-3,-1.657029688E-1,9.932008743E0,9.933392720E0
7.533731050E0,-3.589233849E-3,-1.752742529E-1,9.936794281E0,9.938340633E0
7.536245685E0,1.196411322E-3,-1.657029688E-1,9.898509026E0,9.899895951E0
7.538760268E0,1.555334684E-2,-1.848455518E-1,9.917651176E0,9.919385800E0
7.540646622E0,5.982056726E-3,-2.039881349E-1,9.893723488E0,9.895827979E0
7.543161206E0,2.033899166E-2,-1.992024779E-1,9.893723488E0,9.895749580E0
7.545675789E0,3.469592705E-2,-1.992024779E-1,9.903294563E0,9.905358582E0
7.548190425E0,4.905286431E-2,-1.896311939E-1,9.922437668E0,9.924370783E0
7.550705008E0,8.255238086E-2,-2.039881349E-1,9.912865639E0,9.915307924E0
7.553219643E0,4.426721856E-2,-1.944168359E-1,9.903294563E0,9.905301646E0
7.555734227E0,4.426721856E-2,-2.422732860E-1,9.893723488E0,9.896788387E0
7.558248810E0,6.340979785E-2,-1.896311939E-1,9.893723488E0,9.895743794E0
7.560763445E0,6.340979785E-2,-1.704886109E-1,9.922437668E0,9.924104818E0
7.563278029E0,8.733802289E-2,-1.848455518E-1,9.912865639E0,9.914973574E0
7.565792664E0,1.064806059E-1,-2.183450609E-1,9.917651176E0,9.920625864E0
7.568307247E0,1.112662554E-1,-1.992024779E-1,9.946365356E0,9.948982139E0
7.570186414E0,7.776673883E-2,-1.657029688E-1,9.912865639E0,9.914555477E0
7.572700997E0,8.733802289E-2,-1.704886109E-1,9.922437668E0,9.924286552E0
7.575215581E0,1.064806059E-1,-1.800599098E-1,9.912865639E0,9.915072610E0
7.577730216E0,1.495514214E-1,-2.327020019E-1,9.936794281E0,9.940643663E0
7.580244800E0,1.686939895E-1,-1.896311939E-1,9.941579819E0,9.944819101E0
7.582759435E0,1.351944804E-1,-1.657029688E-1,9.960722923E0,9.963018427E0
7.585274018E0,1.399801224E-1,-1.417747438E-1,9.975079536E0,9.977069022E0
7.587788602E0,1.543370634E-1,-1.561316848E-1,9.898509026E0,9.900943286E0
7.590303237E0,1.495514214E-1,-1.848455518E-1,9.941579819E0,9.944422698E0
7.592817820E0,1.878365725E-1,-1.752742529E-1,9.941579819E0,9.944898840E0
7.595332456E0,1.304088384E-1,-1.800599098E-1,9.932008743E0,9.934496752E0
7.597847039E0,1.160518974E-1,-1.800599098E-1,9.979865074E0,9.982163919E0
7.599732143E0,9.690931439E-2,-1.561316848E-1,9.912865639E0,9.914568760E0
7.602246727E0,9.690931439E-2,-1.992024779E-1,9.932008743E0,9.934478885E0
7.604761310E0,6.340979785E-2,-1.513460279E-1,9.970293999E0,9.971644240E0
7.607275945E0,2.991028316E-2,-1.465603858E-1,9.927223206E0,9.928350072E0
7.609790529E0,1.076770201E-2,-1.704886109E-1,9.932008743E0,9.933477739E0
7.612305164E0,5.982056726E-3,-1.513460279E-1,9.922437668E0,9.923593637E0
7.614819747E0,1.196411322E-3,-1.704886109E-1,9.922437668E0,9.923902311E0
7.617334331E0,3.469592705E-2,-1.609173268E-1,9.893723488E0,9.895092857E0
7.619848966E0,4.905286431E-2,-1.848455518E-1,9.903294563E0,9.905140951E0
7.622363550E0,6.819544733E-2,-1.752742529E-1,9.874580383E0,9.876371268E0
7.624878185E0,4.905286431E-2,-1.561316848E-1,9.874580383E0,9.875936464E0
7.627392768E0,6.819544733E-2,-1.800599098E-1,9.860223770E0,9.862103477E0
7.629272716E0,8.255238086E-2,-1.657029688E-1,9.869794846E0,9.871530918E0
7.631787300E0,1.064806059E-1,-1.896311939E-1,9.884152412E0,9.886544746E0
7.634301883E0,8.733802289E-2,-1.752742529E-1,9.888937950E0,9.890876745E0
7.636816518E0,8.255238086E-2,-1.848455518E-1,9.855438232E0,9.857517209E0
7.639331102E0,8.733802289E-2,-1.896311939E-1,9.826724052E0,9.828941628E0
7.641845737E0,9.690931439E-2,-1.704886109E-1,9.869794846E0,9.871742910E0
7.644360320E0,9.212367237E-2,-1.944168359E-1,9.908080101E0,9.910415529E0
7.646874904E0,9.212367237E-2,-1.609173268E-1,9.908080101E0,9.909814955E0
7.649389539E0,9.212367237E-2,-1.369891018E-1,9.903294563E0,9.904670413E0
7.651904122E0,5.862415582E-2,-1.417747438E-1,9.903294563E0,9.904482827E0
7.654418758E0,3.469592705E-2,-1.417747438E-1,9.912865639E0,9.913940138E0
7.656933341E0,6.819544733E-2,-1.274178028E-1,9.946365356E0,9.947415228E0
7.658818081E0,6.340979785E-2,-1.130608693E-1,9.999007225E0,9.999847451E0
7.661332664E0,4.426721856E-2,-1.465603858E-1,9.936794281E0,9.937973642E0
7.663847247E0,4.905286431E-2,-1.513460279E-1,9.960722923E0,9.961993423E0
7.666361883E0,8.255238086E-2,-1.561316848E-1,1.001815033E1,1.001970698E1
7.668876466E0,1.064806059E-1,-1.322034448E-1,9.965508461E0,9.966954136E0
7.671391102E0,1.016949639E-1,-1.896311939E-1,9.955936432E0,9.958261499E0
7.673905685E0,1.016949639E-1,-1.752742529E-1,9.946365356E0,9.948429360E0
7.676420268E0,1.543370634E-1,-1.992024779E-1,9.975079536E0,9.978262039E0
7.678934904E0,1.399801224E-1,-2.422732860E-1,9.951150894E0,9.955083872E0
7.681449487E0,7.776673883E-2,-1.992024779E-1,9.908080101E0,9.910387509E0
7.683964122E0,1.304088384E-1,-1.800599098E-1,9.908080101E0,9.910574117E0
7.686478706E0,1.208375469E-1,-2.518445849E-1,9.936794281E0,9.940719692E0
7.688360320E0,1.112662554E-1,-2.279163599E-1,9.884152412E0,9.887405876E0
7.690874904E0,1.064806059E-1,-1.800599098E-1,9.874580383E0,9.876795909E0
7.693389487E0,1.064806059E-1,-2.279163599E-1,9.893723488E0,9.896921160E0
7.695904122E0,1.112662554E-1,-1.944168359E-1,9.903294563E0,9.905827643E0
7.698418706E0,6.819544733E-2,-1.752742529E-1,9.888937950E0,9.890726235E0
7.700933341E0,3.469592705E-2,-1.848455518E-1,9.884152412E0,9.885941564E0
7.703447925E0,1.555334684E-2,-1.800599098E-1,9.855438232E0,9.857095223E0
7.705962508E0,1.076770201E-2,-1.752742529E-1,9.869794846E0,9.871356913E0
7.708477143E0,-3.589233849E-3,-1.752742529E-1,9.932008743E0,9.933555840E0
7.710991727E0,-3.589233849E-3,-1.609173268E-1,9.869794846E0,9.871107211E0
7.713506362E0,-2.751746029E-2,-1.561316848E-1,9.874580383E0,9.875852979E0
7.716020945E0,-2.751746029E-2,-1.274178028E-1,9.898509026E0,9.899367325E0
7.717901727E0,1.555334684E-2,-1.513460279E-1,9.922437668E0,9.923604023E0
7.720416310E0,-8.374879137E-3,-1.609173268E-1,9.922437668E0,9.923745956E0
7.722930893E0,1.196411322E-3,-1.513460279E-1,9.898509026E0,9.899666054E0
7.725445529E0,2.033899166E-2,-1.561316848E-1,9.922437668E0,9.923686817E0
7.727960112E0,4.426721856E-2,-1.561316848E-1,9.903294563E0,9.904624167E0
7.730474747E0,3.948157281E-2,-1.130608693E-1,9.903294563E0,9.904018617E0
7.732989331E0,3.469592705E-2,-1.322034448E-1,9.932008743E0,9.932949171E0
7.735503914E0,1.256231815E-1,-1.609173268E-1,9.936794281E0,9.938891093E0
7.738018550E0,1.304088384E-1,-1.465603858E-1,9.908080101E0,9.910022084E0
7.740533133E0,1.064806059E-1,-1.465603858E-1,9.893723488E0,9.895381878E0
7.743047768E0,1.399801224E-1,-1.609173268E-1,9.874580383E0,9.876883444E0
7.745562352E0,1.591227055E-1,-1.848455518E-1,9.941579819E0,9.944571243E0
7.747446727E0,1.495514214E-1,-1.609173268E-1,9.917651176E0,9.920083915E0
7.749961310E0,1.830509305E-1,-1.992024779E-1,9.888937950E0,9.892637821E0
7.752475893E0,1.734796464E-1,-2.087737769E-1,9.922437668E0,9.926149855E0
7.754990529E0,2.069791555E-1,-2.039881349E-1,9.912865639E0,9.917124417E0
7.757505112E0,1.639083475E-1,-2.183450609E-1,9.884152412E0,9.887922402E0
7.760019747E0,1.686939895E-1,-2.183450609E-1,9.888937950E0,9.892786564E0
7.762534331E0,1.543370634E-1,-2.279163599E-1,9.932008743E0,9.935822234E0
7.765048914E0,1.399801224E-1,-1.992024779E-1,9.936794281E0,9.939776489E0
7.767563550E0,1.112662554E-1,-2.087737769E-1,9.879366875E0,9.882198972E0
7.770078133E0,1.016949639E-1,-2.853440940E-1,9.845867157E0,9.850526036E0
7.772592768E0,7.298108935E-2,-2.135594189E-1,9.922437668E0,9.925003936E0
7.775107300E0,2.991028316E-2,-2.374876440E-1,9.946365356E0,9.949245138E0
7.776992300E0,2.512463741E-2,-2.757728100E-1,9.932008743E0,9.935868335E0
7.779506883E0,3.469592705E-2,-2.805584669E-1,9.941579819E0,9.945598331E0
7.782021466E0,1.555334684E-2,-2.327020019E-1,9.955936432E0,9.958667700E0
7.784536102E0,3.469592705E-2,-2.470589429E-1,9.955936432E0,9.959061811E0
7.787050685E0,1.076770201E-2,-1.944168359E-1,9.912865639E0,9.914777810E0
7.789565320E0,5.982056726E-3,-2.039881349E-1,9.893723488E0,9.895827979E0
7.792079904E0,2.033899166E-2,-1.944168359E-1,9.903294563E0,9.905223611E0
7.794594487E0,6.340979785E-2,-1.657029688E-1,9.932008743E0,9.933593305E0
7.797109122E0,3.948157281E-2,-1.800599098E-1,9.879366875E0,9.881086489E0
7.799623706E0,2.033899166E-2,-1.752742529E-1,9.884152412E0,9.885727270E0
7.802138341E0,4.426721856E-2,-1.992024779E-1,9.879366875E0,9.881474134E0
7.804652925E0,6.340979785E-2,-2.039881349E-1,9.879366875E0,9.881676063E0
7.806532612E0,7.776673883E-2,-1.513460279E-1,9.888937950E0,9.890401765E0
7.809047195E0,6.819544733E-2,-1.704886109E-1,9.869794846E0,9.871502787E0
7.811561779E0,6.340979785E-2,-1.417747438E-1,9.888937950E0,9.890157464E0
7.814076414E0,1.064806059E-1,-1.322034448E-1,9.888937950E0,9.890394818E0
7.816590997E0,8.733802289E-2,-1.657029688E-1,9.893723488E0,9.895496443E0
7.819105633E0,7.776673883E-2,-1.992024779E-1,9.874580383E0,9.876895618E0
7.821620216E0,1.112662554E-1,-1.657029688E-1,9.903294563E0,9.905305692E0
7.824134800E0,1.064806059E-1,-1.704886109E-1,9.941579819E0,9.943611707E0
7.826649435E0,1.208375469E-1,-1.657029688E-1,9.946365356E0,9.948479431E0
7.829164018E0,7.776673883E-2,-1.752742529E-1,9.946365356E0,9.948213535E0
7.831678654E0,1.160518974E-1,-1.800599098E-1,9.912865639E0,9.915180018E0
7.834193237E0,1.399801224E-1,-1.657029688E-1,9.960722923E0,9.963084515E0
7.836111779E0,1.304088384E-1,-1.657029688E-1,9.975079536E0,9.977308039E0
7.838626362E0,1.160518974E-1,-1.513460279E-1,9.932008743E0,9.933839708E0
7.841140997E0,7.298108935E-2,-1.417747438E-1,9.922437668E0,9.923718839E0
7.843655581E0,1.064806059E-1,-1.657029688E-1,9.932008743E0,9.933961610E0
7.846170216E0,9.212367237E-2,-1.896311939E-1,9.955936432E0,9.958168355E0
7.848684800E0,8.733802289E-2,-1.704886109E-1,9.965508461E0,9.967349356E0
7.851199383E0,9.690931439E-2,-1.609173268E-1,9.970293999E0,9.972063388E0
7.853714018E0,7.298108935E-2,-1.800599098E-1,9.979865074E0,9.981756093E0
7.856228602E0,2.512463741E-2,-1.657029688E-1,9.941579819E0,9.942992407E0
7.858743237E0,4.905286431E-2,-1.752742529E-1,9.932008743E0,9.933676305E0
7.861257820E0,6.340979785E-2,-1.417747438E-1,9.912865639E0,9.914082209E0
7.863772404E0,3.948157281E-2,-1.609173268E-1,9.946365356E0,9.947745322E0
7.865617195E0,1.076770201E-2,-1.944168359E-1,9.932008743E0,9.933917230E0
7.868131779E0,4.426721856E-2,-1.609173268E-1,9.865009308E0,9.866420963E0
7.870646362E0,1.016949639E-1,-1.369891018E-1,9.841081619E0,9.842560405E0
7.873160997E0,2.991028316E-2,-1.704886109E-1,9.850652695E0,9.852173339E0
7.875675581E0,3.948157281E-2,-2.231307179E-1,9.845867157E0,9.848474307E0
7.878190216E0,4.426721856E-2,-1.992024779E-1,9.831509590E0,9.833627105E0
7.880704800E0,2.512463741E-2,-1.848455518E-1,9.860223770E0,9.861988234E0
7.883219383E0,1.555334684E-2,-1.992024779E-1,9.884152412E0,9.886171779E0
7.885734018E0,3.948157281E-2,-1.992024779E-1,9.855438232E0,9.857530278E0
7.888248602E0,8.733802289E-2,-1.848455518E-1,9.927223206E0,9.929328093E0
7.890763237E0,1.351944804E-1,-1.752742529E-1,9.888937950E0,9.891415085E0
7.893277820E0,1.543370634E-1,-1.848455518E-1,9.908080101E0,9.911005958E0
7.895159383E0,1.447657645E-1,-1.752742529E-1,9.922437668E0,9.925041434E0
7.897673966E0,1.878365725E-1,-1.513460279E-1,9.927223206E0,9.930153512E0
7.900188550E0,2.021935135E-1,-1.465603858E-1,9.893723488E0,9.896874588E0
7.902703185E0,2.165504545E-1,-1.657029688E-1,9.893723488E0,9.897480287E0
7.905217768E0,2.117647976E-1,-1.657029688E-1,9.932008743E0,9.935647914E0
7.907732404E0,2.117647976E-1,-1.513460279E-1,9.869794846E0,9.873226435E0
7.910246987E0,1.686939895E-1,-1.609173268E-1,9.922437668E0,9.925176135E0
7.912761570E0,1.064806059E-1,-1.704886109E-1,9.927223206E0,9.929258032E0
7.915276206E0,9.212367237E-2,-1.944168359E-1,9.917651176E0,9.919984352E0
7.917790789E0,9.212367237E-2,-1.800599098E-1,9.903294563E0,9.905359739E0
7.920305425E0,5.383851007E-2,-1.417747438E-1,9.946365356E0,9.947521423E0
7.922820008E0,5.982056726E-3,-1.944168359E-1,9.869794846E0,9.871711300E0
7.924716727E0,5.982056726E-3,-1.513460279E-1,9.874580383E0,9.875741954E0
7.927231258E0,-4.187439755E-2,-1.657029688E-1,9.888937950E0,9.890414790E0
7.929745893E0,-2.751746029E-2,-1.848455518E-1,9.888937950E0,9.890703659E0
7.932260477E0,1.196411322E-3,-2.087737769E-1,9.893723488E0,9.895926049E0
7.934775112E0,1.196411322E-3,-2.039881349E-1,9.908080101E0,9.910179811E0
7.937289695E0,-8.374879137E-3,-1.896311939E-1,9.879366875E0,9.881190210E0
7.939804279E0,-8.374879137E-3,-2.135594189E-1,9.869794846E0,9.872108592E0
7.942318914E0,2.991028316E-2,-2.135594189E-1,9.865009308E0,9.867365955E0
7.944833550E0,6.340979785E-2,-1.657029688E-1,9.884152412E0,9.885744645E0
7.947348133E0,1.160518974E-1,-1.944168359E-1,9.879366875E0,9.881961131E0
