"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.170433173E1,1.495514214E-1,-1.848455518E-1,9.850652695E0,9.853521808E0
1.170621537E1,1.256231815E-1,-2.087737769E-1,9.898509026E0,9.901507390E0
1.170872996E1,1.351944804E-1,-2.135594189E-1,9.874580383E0,9.877814683E0
1.171124454E1,1.016949639E-1,-2.135594189E-1,9.831509590E0,9.834354596E0
1.171375918E1,9.212367237E-2,-1.992024779E-1,9.817152977E0,9.819605948E0
1.171627376E1,7.298108935E-2,-1.944168359E-1,9.908080101E0,9.910256073E0
1.171878839E1,9.690931439E-2,-2.039881349E-1,9.888937950E0,9.891516383E0
1.172130298E1,1.112662554E-1,-1.752742529E-1,9.841081619E0,9.843271239E0
1.172381756E1,1.160518974E-1,-2.231307179E-1,9.836296082E0,9.839510962E0
1.172633220E1,8.255238086E-2,-1.752742529E-1,9.845867157E0,9.847773151E0
1.172884678E1,1.555334684E-2,-1.800599098E-1,9.841081619E0,9.842741026E0
1.173136141E1,2.512463741E-2,-2.135594189E-1,9.831509590E0,9.833860874E0
1.173387600E1,2.033899166E-2,-1.848455518E-1,9.841081619E0,9.842838462E0
1.173575662E1,2.512463741E-2,-1.992024779E-1,9.821938515E0,9.823990486E0
1.173827121E1,3.948157281E-2,-1.657029688E-1,9.841081619E0,9.842555751E0
1.174078579E1,2.512463741E-2,-2.039881349E-1,9.821938515E0,9.824088690E0
1.174330043E1,2.512463741E-2,-1.944168359E-1,9.821938515E0,9.823894612E0
1.174581501E1,2.512463741E-2,-1.944168359E-1,9.783653259E0,9.785617009E0
1.174832964E1,2.512463741E-2,-1.848455518E-1,9.855438232E0,9.857203553E0
1.175084423E1,-3.589233849E-3,-1.848455518E-1,9.841081619E0,9.842818102E0
1.175335881E1,1.555334684E-2,-2.039881349E-1,9.821938515E0,9.824068875E0
1.175587344E1,2.512463741E-2,-2.087737769E-1,9.807581902E0,9.809835906E0
1.175838803E1,3.948157281E-2,-2.135594189E-1,9.802796364E0,9.805201832E0
1.176090266E1,2.991028316E-2,-2.470589429E-1,9.821938515E0,9.825090785E0
1.176341725E1,2.033899166E-2,-2.135594189E-1,9.865009308E0,9.867341584E0
1.176530209E1,5.862415582E-2,-2.135594189E-1,9.874580383E0,9.877063438E0
1.176781668E1,9.690931439E-2,-1.992024779E-1,9.888937950E0,9.891418848E0
1.177033126E1,1.064806059E-1,-2.231307179E-1,9.884152412E0,9.887244022E0
1.177284589E1,1.064806059E-1,-2.039881349E-1,9.821938515E0,9.824633605E0
1.177536048E1,1.351944804E-1,-1.704886109E-1,9.821938515E0,9.824348330E0
1.177787511E1,1.399801224E-1,-1.944168359E-1,9.836296082E0,9.839213025E0
1.178038970E1,1.351944804E-1,-1.992024779E-1,9.836296082E0,9.839241829E0
1.178290428E1,1.734796464E-1,-2.183450609E-1,9.860223770E0,9.864166592E0
1.178541891E1,1.495514214E-1,-2.087737769E-1,9.826724052E0,9.830079233E0
1.178793350E1,1.447657645E-1,-1.896311939E-1,9.778867722E0,9.781777499E0
1.179044813E1,1.351944804E-1,-1.800599098E-1,9.812367439E0,9.814950529E0
1.179296272E1,1.112662554E-1,-1.848455518E-1,9.860223770E0,9.862583883E0
1.179484261E1,1.064806059E-1,-1.992024779E-1,9.836296082E0,9.838889183E0
1.179735720E1,9.212367237E-2,-1.992024779E-1,9.912865639E0,9.915294931E0
1.179987178E1,6.819544733E-2,-2.135594189E-1,9.860223770E0,9.862771976E0
1.180238641E1,9.212367237E-2,-1.992024779E-1,9.903294563E0,9.905726203E0
1.180490100E1,5.862415582E-2,-1.800599098E-1,9.865009308E0,9.866826593E0
1.180741563E1,2.512463741E-2,-1.944168359E-1,9.855438232E0,9.857387682E0
1.180993022E1,1.555334684E-2,-1.992024779E-1,9.841081619E0,9.843109822E0
1.181244480E1,-1.316052489E-2,-1.848455518E-1,9.898509026E0,9.900243533E0
1.181495944E1,1.196411322E-3,-1.848455518E-1,9.879366875E0,9.881096050E0
1.181747402E1,3.948157281E-2,-1.896311939E-1,9.869794846E0,9.871695350E0
1.181998865E1,2.512463741E-2,-1.513460279E-1,9.826724052E0,9.827921574E0
1.182250324E1,-2.751746029E-2,-1.704886109E-1,9.831509590E0,9.833026208E0
1.182438490E1,1.555334684E-2,-1.944168359E-1,9.821938515E0,9.823874796E0
1.182689949E1,3.469592705E-2,-1.704886109E-1,9.788438797E0,9.789984896E0
1.182941407E1,-3.589233849E-3,-1.657029688E-1,9.841081619E0,9.842477218E0
1.183192871E1,3.948157281E-2,-1.848455518E-1,9.855438232E0,9.857250602E0
1.183444329E1,7.776673883E-2,-2.039881349E-1,9.865009308E0,9.867424561E0
1.183695792E1,3.469592705E-2,-1.848455518E-1,9.798010826E0,9.799815704E0
1.183947251E1,4.426721856E-2,-1.465603858E-1,9.817152977E0,9.818346709E0
1.184198709E1,7.776673883E-2,-1.752742529E-1,9.769296646E0,9.771178316E0
1.184450173E1,1.447657645E-1,-1.704886109E-1,9.774082184E0,9.776640836E0
1.184701631E1,1.447657645E-1,-1.848455518E-1,9.821938515E0,9.824744332E0
1.184953095E1,1.256231815E-1,-2.039881349E-1,9.802796364E0,9.805723272E0
1.185204553E1,1.304088384E-1,-1.944168359E-1,9.783653259E0,9.786453672E0
1.185392824E1,1.160518974E-1,-1.322034448E-1,9.793225288E0,9.794805120E0
1.185644282E1,1.495514214E-1,-1.322034448E-1,9.793225288E0,9.795259309E0
1.185895740E1,1.878365725E-1,-1.513460279E-1,9.841081619E0,9.844037568E0
1.186147204E1,1.351944804E-1,-1.752742529E-1,9.831509590E0,9.834001191E0
1.186398662E1,1.447657645E-1,-1.848455518E-1,9.879366875E0,9.882156387E0
1.186650126E1,1.016949639E-1,-1.561316848E-1,9.845867157E0,9.847630123E0
1.186901584E1,1.112662554E-1,-2.039881349E-1,9.879366875E0,9.882099027E0
1.187153043E1,1.208375469E-1,-1.369891018E-1,9.869794846E0,9.871485097E0
1.187404506E1,7.776673883E-2,-1.465603858E-1,9.865009308E0,9.866404424E0
1.187655964E1,9.212367237E-2,-1.944168359E-1,9.879366875E0,9.881709089E0
1.187907428E1,1.064806059E-1,-1.896311939E-1,9.879366875E0,9.881760367E0
1.188158886E1,7.776673883E-2,-1.609173268E-1,9.855438232E0,9.857058628E0
1.188347386E1,2.512463741E-2,-1.800599098E-1,9.879366875E0,9.881039554E0
1.188598844E1,-8.374879137E-3,-1.800599098E-1,9.793225288E0,9.794884035E0
1.188850303E1,5.862415582E-2,-1.513460279E-1,9.903294563E0,9.904624456E0
1.189101766E1,4.905286431E-2,-1.561316848E-1,9.893723488E0,9.895076945E0
1.189353225E1,1.555334684E-2,-1.657029688E-1,9.821938515E0,9.823348491E0
1.189604688E1,7.776673883E-2,-1.704886109E-1,9.836296082E0,9.838080841E0
1.189856147E1,4.426721856E-2,-1.848455518E-1,9.821938515E0,9.823777463E0
1.190107605E1,1.196411322E-3,-1.369891018E-1,9.879366875E0,9.880316659E0
1.190359069E1,1.555334684E-2,-1.369891018E-1,9.826724052E0,9.827691159E0
1.190610527E1,2.512463741E-2,-2.039881349E-1,9.764511108E0,9.766673927E0
1.190861990E1,4.426721856E-2,-1.752742529E-1,9.879366875E0,9.881020721E0
1.191113449E1,6.340979785E-2,-1.609173268E-1,9.802796364E0,9.804322095E0
1.191301501E1,5.862415582E-2,-1.513460279E-1,9.759725571E0,9.761075024E0
1.191552959E1,2.512463741E-2,-1.848455518E-1,9.812367439E0,9.814140507E0
1.191804418E1,8.255238086E-2,-1.657029688E-1,9.821938515E0,9.823683044E0
1.192055881E1,7.298108935E-2,-1.657029688E-1,9.759725571E0,9.761404967E0
1.192307339E1,4.905286431E-2,-1.944168359E-1,9.807581902E0,9.809631331E0
1.192558803E1,5.383851007E-2,-2.231307179E-1,9.836296082E0,9.838973854E0
1.192810261E1,1.256231815E-1,-1.752742529E-1,9.869794846E0,9.872150350E0
1.193061720E1,1.208375469E-1,-1.513460279E-1,9.850652695E0,9.852556310E0
1.193313183E1,6.340979785E-2,-1.704886109E-1,9.836296082E0,9.837977829E0
1.193564641E1,8.255238086E-2,-1.609173268E-1,9.888937950E0,9.890591644E0
1.193816105E1,1.016949639E-1,-1.609173268E-1,9.865009308E0,9.866845742E0
1.194067563E1,1.447657645E-1,-1.561316848E-1,9.860223770E0,9.862522346E0
1.194255886E1,1.399801224E-1,-1.704886109E-1,9.845867157E0,9.848337975E0
1.194507344E1,1.495514214E-1,-1.704886109E-1,9.879366875E0,9.881969532E0
1.194758803E1,1.878365725E-1,-1.848455518E-1,9.869794846E0,9.873312552E0
1.195010266E1,1.351944804E-1,-1.848455518E-1,9.793225288E0,9.795902560E0
1.195261725E1,5.862415582E-2,-1.417747438E-1,9.807581902E0,9.808781761E0
1.195513188E1,6.819544733E-2,-1.513460279E-1,9.836296082E0,9.837696724E0
1.195764647E1,1.016949639E-1,-1.704886109E-1,9.836296082E0,9.838299082E0
1.196016105E1,1.016949639E-1,-1.896311939E-1,9.817152977E0,9.819510906E0
1.196267568E1,6.340979785E-2,-1.896311939E-1,9.812367439E0,9.814404493E0
1.196519027E1,5.862415582E-2,-1.848455518E-1,9.783653259E0,9.785574882E0
1.196770490E1,5.982056726E-3,-1.657029688E-1,9.759725571E0,9.761133975E0
1.197021949E1,3.469592705E-2,-1.657029688E-1,9.802796364E0,9.804258148E0
1.197210678E1,3.469592705E-2,-1.800599098E-1,9.802796364E0,9.804511305E0
1.197462131E1,3.469592705E-2,-2.183450609E-1,9.826724052E0,9.829210750E0
1.197713594E1,7.776673883E-2,-2.422732860E-1,9.774082184E0,9.777393648E0
1.197965058E1,5.383851007E-2,-1.800599098E-1,9.783653259E0,9.785458152E0
1.198216516E1,3.469592705E-2,-1.992024779E-1,9.793225288E0,9.795312501E0
1.198467980E1,2.991028316E-2,-1.848455518E-1,9.798010826E0,9.799799929E0
1.198719438E1,8.733802289E-2,-1.800599098E-1,9.788438797E0,9.790484339E0
1.198970897E1,6.819544733E-2,-1.896311939E-1,9.788438797E0,9.790512994E0
1.199222360E1,7.298108935E-2,-2.183450609E-1,9.778867722E0,9.781577313E0
1.199473819E1,6.819544733E-2,-2.039881349E-1,9.855438232E0,9.857784971E0
1.199725282E1,7.776673883E-2,-1.800599098E-1,9.841081619E0,9.843035948E0
1.199976740E1,5.383851007E-2,-1.992024779E-1,9.812367439E0,9.814536921E0
1.200164407E1,4.426721856E-2,-1.944168359E-1,9.821938515E0,9.823962219E0
1.200415865E1,8.255238086E-2,-1.417747438E-1,9.821938515E0,9.823308565E0
1.200667324E1,1.064806059E-1,-1.657029688E-1,9.831509590E0,9.833482415E0
1.200918787E1,6.819544733E-2,-2.039881349E-1,9.798010826E0,9.800371316E0
1.201170246E1,1.256231815E-1,-1.944168359E-1,9.826724052E0,9.829449867E0
1.201421709E1,1.016949639E-1,-1.657029688E-1,9.802796364E0,9.804724162E0
1.201673168E1,7.776673883E-2,-1.848455518E-1,9.831509590E0,9.833554615E0
1.201924626E1,9.690931439E-2,-2.135594189E-1,9.831509590E0,9.834306273E0
1.202176089E1,1.112662554E-1,-1.848455518E-1,9.788438797E0,9.790816214E0
1.202427548E1,1.734796464E-1,-1.800599098E-1,9.821938515E0,9.825120505E0
1.202679011E1,1.591227055E-1,-1.896311939E-1,9.821938515E0,9.825057568E0
1.202930470E1,9.690931439E-2,-1.609173268E-1,9.778867722E0,9.780671742E0
1.203118959E1,9.690931439E-2,-1.896311939E-1,9.788438797E0,9.790755103E0
1.203370418E1,8.733802289E-2,-1.752742529E-1,9.783653259E0,9.785612913E0
1.203621876E1,9.212367237E-2,-1.561316848E-1,9.831509590E0,9.833180803E0
1.203873339E1,8.733802289E-2,-1.800599098E-1,9.788438797E0,9.790484339E0
1.204124798E1,6.819544733E-2,-2.039881349E-1,9.812367439E0,9.814724476E0
1.204376261E1,4.426721856E-2,-1.609173268E-1,9.821938515E0,9.823356359E0
1.204627720E1,3.469592705E-2,-1.369891018E-1,9.831509590E0,9.832525141E0
1.204879178E1,2.512463741E-2,-1.513460279E-1,9.788438797E0,9.789641002E0
1.205130641E1,3.948157281E-2,-1.800599098E-1,9.812367439E0,9.814098794E0
1.205382100E1,2.991028316E-2,-1.800599098E-1,9.888937950E0,9.890622325E0
1.205633563E1,4.905286431E-2,-1.992024779E-1,9.865009308E0,9.867142264E0
1.205885022E1,1.555334684E-2,-1.896311939E-1,9.831509590E0,9.833350534E0
1.206073376E1,4.426721856E-2,-1.944168359E-1,9.831509590E0,9.833531325E0
1.206324834E1,-8.374879137E-3,-2.135594189E-1,9.850652695E0,9.852970937E0
1.206576293E1,1.555334684E-2,-1.609173268E-1,9.836296082E0,9.837624556E0
1.206827756E1,4.426721856E-2,-1.704886109E-1,9.850652695E0,9.852227386E0
1.207079214E1,2.991028316E-2,-1.752742529E-1,9.860223770E0,9.861826833E0
1.207330678E1,9.212367237E-2,-1.848455518E-1,9.826724052E0,9.828894152E0
1.207582136E1,5.383851007E-2,-1.848455518E-1,9.812367439E0,9.814256020E0
1.207833595E1,5.862415582E-2,-1.848455518E-1,9.836296082E0,9.838207422E0
1.208085058E1,7.298108935E-2,-1.513460279E-1,9.821938515E0,9.823375593E0
1.208336516E1,1.016949639E-1,-1.704886109E-1,9.812367439E0,9.814375324E0
1.208587980E1,6.340979785E-2,-1.561316848E-1,9.793225288E0,9.794675056E0
1.208839438E1,8.255238086E-2,-1.561316848E-1,9.802796364E0,9.804387209E0
1.209027730E1,8.733802289E-2,-1.657029688E-1,9.817152977E0,9.818939758E0
1.209279188E1,1.064806059E-1,-1.752742529E-1,9.802796364E0,9.804941394E0
1.209530647E1,1.208375469E-1,-1.561316848E-1,9.774082184E0,9.776075969E0
1.209782110E1,8.255238086E-2,-1.752742529E-1,9.802796364E0,9.804710731E0
1.210033569E1,8.733802289E-2,-1.752742529E-1,9.841081619E0,9.843029840E0
1.210285032E1,7.776673883E-2,-1.896311939E-1,9.802796364E0,9.804938766E0
1.210536490E1,9.690931439E-2,-2.231307179E-1,9.826724052E0,9.829734703E0
1.210787949E1,1.064806059E-1,-1.657029688E-1,9.826724052E0,9.828697838E0
1.211039412E1,8.733802289E-2,-1.800599098E-1,9.845867157E0,9.847900770E0
1.211290871E1,1.256231815E-1,-1.896311939E-1,9.869794846E0,9.872415685E0
1.211542334E1,7.776673883E-2,-1.800599098E-1,9.812367439E0,9.814327486E0
1.211793793E1,1.064806059E-1,-1.609173268E-1,9.807581902E0,9.809479867E0
1.211981964E1,9.212367237E-2,-1.752742529E-1,9.845867157E0,9.847858037E0
1.212233423E1,9.212367237E-2,-1.752742529E-1,9.836296082E0,9.838288898E0
1.212484881E1,1.016949639E-1,-1.992024779E-1,9.836296082E0,9.838838554E0
1.212736344E1,1.304088384E-1,-1.752742529E-1,9.869794846E0,9.872212408E0
1.212987803E1,1.112662554E-1,-1.561316848E-1,9.802796364E0,9.804671021E0
1.213239266E1,8.733802289E-2,-1.992024779E-1,9.812367439E0,9.814777854E0
1.213490725E1,9.690931439E-2,-1.704886109E-1,9.831509590E0,9.833465239E0
1.213742183E1,9.212367237E-2,-1.609173268E-1,9.831509590E0,9.833257953E0
1.213993647E1,8.255238086E-2,-1.800599098E-1,9.841081619E0,9.843074921E0
1.214245105E1,2.991028316E-2,-1.465603858E-1,9.783653259E0,9.784796660E0
1.214496568E1,4.905286431E-2,-1.561316848E-1,9.831509590E0,9.832871610E0
1.214748027E1,2.991028316E-2,-1.561316848E-1,9.836296082E0,9.837580614E0
1.214936980E1,4.426721856E-2,-1.369891018E-1,9.812367439E0,9.813423478E0
1.215188438E1,7.298108935E-2,-1.561316848E-1,9.778867722E0,9.780386355E0
1.215439897E1,5.383851007E-2,-1.513460279E-1,9.802796364E0,9.804112441E0
1.215691360E1,4.426721856E-2,-1.082752272E-1,9.821938515E0,9.822635049E0
1.215942819E1,2.033899166E-2,-1.657029688E-1,9.807581902E0,9.809002697E0
1.216194282E1,6.340979785E-2,-1.752742529E-1,9.831509590E0,9.833276295E0
1.216445740E1,8.255238086E-2,-1.848455518E-1,9.812367439E0,9.814455540E0
1.216697199E1,1.064806059E-1,-1.944168359E-1,9.807581902E0,9.810086584E0
1.216948662E1,1.447657645E-1,-1.752742529E-1,9.831509590E0,9.834137431E0
1.217200121E1,1.447657645E-1,-2.183450609E-1,9.821938515E0,9.825431689E0
1.217451584E1,9.212367237E-2,-2.135594189E-1,9.841081619E0,9.843829632E0
1.217703042E1,1.304088384E-1,-2.039881349E-1,9.855438232E0,9.858411656E0
1.217890470E1,1.304088384E-1,-2.231307179E-1,9.884152412E0,9.887530667E0
1.218141928E1,1.112662554E-1,-2.039881349E-1,9.903294563E0,9.906020116E0
1.218393386E1,1.447657645E-1,-2.087737769E-1,9.874580383E0,9.877848013E0
1.218644850E1,1.208375469E-1,-2.279163599E-1,9.898509026E0,9.901869950E0
1.218896308E1,9.690931439E-2,-1.609173268E-1,9.888937950E0,9.890721894E0
1.219147772E1,3.469592705E-2,-1.513460279E-1,9.841081619E0,9.842306481E0
1.219399230E1,3.469592705E-2,-1.657029688E-1,9.845867157E0,9.847322547E0
1.219650688E1,8.255238086E-2,-1.944168359E-1,9.812367439E0,9.814640470E0
1.219902152E1,5.383851007E-2,-1.944168359E-1,9.831509590E0,9.833579069E0
1.220153610E1,7.298108935E-2,-1.992024779E-1,9.860223770E0,9.862505800E0
1.220405074E1,6.340979785E-2,-1.992024779E-1,9.865009308E0,9.867224081E0
1.220656532E1,7.776673883E-2,-1.896311939E-1,9.831509590E0,9.833645737E0
1.220845048E1,3.948157281E-2,-1.992024779E-1,9.836296082E0,9.838392197E0
1.221096506E1,2.512463741E-2,-1.896311939E-1,9.778867722E0,9.780738477E0
1.221347964E1,2.033899166E-2,-2.039881349E-1,9.793225288E0,9.795370661E0
1.221599428E1,1.555334684E-2,-1.944168359E-1,9.826724052E0,9.828659391E0
1.221850886E1,2.991028316E-2,-1.896311939E-1,9.793225288E0,9.795106746E0
1.222102350E1,5.982056726E-3,-1.896311939E-1,9.812367439E0,9.814201472E0
1.222353808E1,1.555334684E-2,-1.561316848E-1,9.807581902E0,9.808836922E0
1.222605266E1,2.991028316E-2,-1.657029688E-1,9.821938515E0,9.823381713E0
1.222856730E1,2.991028316E-2,-2.422732860E-1,9.836296082E0,9.839324752E0
1.223108188E1,6.340979785E-2,-1.704886109E-1,9.850652695E0,9.852331992E0
1.223359652E1,8.733802289E-2,-1.465603858E-1,9.869794846E0,9.871269329E0
1.223611110E1,8.733802289E-2,-2.135594189E-1,9.884152412E0,9.886845021E0
1.223798803E1,1.208375469E-1,-1.561316848E-1,9.845867157E0,9.847846409E0
1.224050261E1,1.447657645E-1,-1.465603858E-1,9.807581902E0,9.809745146E0
1.224301720E1,1.399801224E-1,-1.513460279E-1,9.869794846E0,9.871947647E0
1.224553183E1,1.878365725E-1,-1.896311939E-1,9.888937950E0,9.892539429E0
1.224804641E1,1.926222295E-1,-1.848455518E-1,9.903294563E0,9.906892268E0
1.225056100E1,1.926222295E-1,-2.039881349E-1,9.898509026E0,9.902484305E0
1.225307563E1,1.734796464E-1,-1.657029688E-1,9.869794846E0,9.872710011E0
1.225559022E1,1.782652885E-1,-1.513460279E-1,9.831509590E0,9.834290262E0
1.225810485E1,1.543370634E-1,-1.896311939E-1,9.860223770E0,9.863254672E0
1.226061944E1,1.495514214E-1,-1.896311939E-1,9.869794846E0,9.872749157E0
1.226313407E1,9.690931439E-2,-1.896311939E-1,9.807581902E0,9.809893688E0
1.226564860E1,1.351944804E-1,-2.087737769E-1,9.865009308E0,9.868144338E0
1.226753126E1,1.064806059E-1,-2.087737769E-1,9.850652695E0,9.853440167E0
1.227004584E1,3.948157281E-2,-2.231307179E-1,9.817152977E0,9.819767751E0
1.227256042E1,5.383851007E-2,-1.944168359E-1,9.764511108E0,9.766594784E0
1.227507501E1,2.033899166E-2,-1.800599098E-1,9.817152977E0,9.818825175E0
1.227758964E1,-1.316052489E-2,-2.279163599E-1,9.821938515E0,9.824591353E0
1.228010428E1,-3.589233849E-3,-2.087737769E-1,9.821938515E0,9.824157753E0
1.228261886E1,-3.589233849E-3,-2.039881349E-1,9.836296082E0,9.838411693E0
1.228513345E1,2.033899166E-2,-2.135594189E-1,9.841081619E0,9.843419565E0
1.228764808E1,1.555334684E-2,-1.704886109E-1,9.817152977E0,9.818645571E0
1.229016266E1,5.982056726E-3,-1.704886109E-1,9.841081619E0,9.842560114E0
1.229267730E1,2.033899166E-2,-1.944168359E-1,9.855438232E0,9.857376646E0
1.229519188E1,2.991028316E-2,-1.609173268E-1,9.812367439E0,9.813732408E0
1.229707459E1,2.512463741E-2,-1.561316848E-1,9.860223770E0,9.861491832E0
1.229958918E1,4.905286431E-2,-1.465603858E-1,9.817152977E0,9.818369452E0
1.230210376E1,4.426721856E-2,-1.657029688E-1,9.821938515E0,9.823435919E0
1.230461839E1,7.776673883E-2,-1.561316848E-1,9.802796364E0,9.804348082E0
1.230713298E1,1.208375469E-1,-1.561316848E-1,9.798010826E0,9.799999743E0
1.230964761E1,1.208375469E-1,-1.561316848E-1,9.841081619E0,9.843061833E0
1.231216220E1,1.399801224E-1,-1.274178028E-1,9.807581902E0,9.809408366E0
1.231467678E1,1.447657645E-1,-1.417747438E-1,9.831509590E0,9.833597410E0
1.231719141E1,1.495514214E-1,-1.513460279E-1,9.831509590E0,9.833811675E0
1.231970600E1,1.591227055E-1,-1.752742529E-1,9.869794846E0,9.872633458E0
1.232222063E1,1.734796464E-1,-1.848455518E-1,9.836296082E0,9.839562169E0
1.232473522E1,1.734796464E-1,-1.561316848E-1,9.841081619E0,9.843848827E0
1.232661787E1,1.543370634E-1,-1.896311939E-1,9.865009308E0,9.868038739E0
1.232913246E1,1.160518974E-1,-2.327020019E-1,9.817152977E0,9.820596257E0
1.233164704E1,1.304088384E-1,-2.087737769E-1,9.841081619E0,9.844159710E0
1.233416168E1,1.351944804E-1,-1.896311939E-1,9.831509590E0,9.834267556E0
1.233667626E1,1.016949639E-1,-1.992024779E-1,9.884152412E0,9.886682578E0
1.233919089E1,9.690931439E-2,-2.087737769E-1,9.831509590E0,9.834203513E0
1.234170548E1,5.862415582E-2,-1.944168359E-1,9.798010826E0,9.800114838E0
1.234422006E1,2.512463741E-2,-2.087737769E-1,9.841081619E0,9.843327952E0
1.234673470E1,1.196411322E-3,-1.800599098E-1,9.826724052E0,9.828373650E0
1.234924928E1,1.196411322E-3,-1.944168359E-1,9.841081619E0,9.843001919E0
1.235176391E1,1.555334684E-2,-2.039881349E-1,9.869794846E0,9.871914878E0
1.235427850E1,-1.794617064E-2,-1.992024779E-1,9.826724052E0,9.828759296E0
1.235616251E1,-4.187439755E-2,-2.231307179E-1,9.817152977E0,9.819777663E0
1.235867709E1,-5.623133108E-2,-1.800599098E-1,9.841081619E0,9.842889361E0
1.236119168E1,-3.230310604E-2,-1.992024779E-1,9.817152977E0,9.819226940E0
1.236370631E1,-1.794617064E-2,-1.848455518E-1,9.807581902E0,9.809340075E0
1.236622089E1,-2.273181453E-2,-1.657029688E-1,9.793225288E0,9.794653427E0
1.236873553E1,-3.589233849E-3,-1.513460279E-1,9.821938515E0,9.823105145E0
1.237125011E1,1.196411322E-3,-1.944168359E-1,9.802796364E0,9.804724162E0
1.237376470E1,3.469592705E-2,-1.800599098E-1,9.802796364E0,9.804511305E0
1.237627933E1,4.426721856E-2,-1.848455518E-1,9.817152977E0,9.818992822E0
1.237879391E1,7.298108935E-2,-1.657029688E-1,9.783653259E0,9.785328549E0
1.238130855E1,7.776673883E-2,-2.039881349E-1,9.788438797E0,9.790872939E0
1.238382313E1,1.160518974E-1,-1.752742529E-1,9.802796364E0,9.805050008E0
1.238570428E1,1.399801224E-1,-1.848455518E-1,9.802796364E0,9.805538173E0
1.238821886E1,1.160518974E-1,-1.848455518E-1,9.788438797E0,9.790871769E0
1.239073344E1,1.208375469E-1,-1.848455518E-1,9.798010826E0,9.800499260E0
1.239324808E1,1.591227055E-1,-1.704886109E-1,9.817152977E0,9.819922554E0
1.239576266E1,1.734796464E-1,-1.992024779E-1,9.831509590E0,9.835057582E0
1.239827730E1,2.261217386E-1,-1.752742529E-1,9.850652695E0,9.854806473E0
1.240079188E1,1.830509305E-1,-1.465603858E-1,9.807581902E0,9.810384821E0
1.240330647E1,1.591227055E-1,-1.752742529E-1,9.798010826E0,9.800870229E0
1.240582110E1,1.495514214E-1,-1.561316848E-1,9.769296646E0,9.771688682E0
1.240833568E1,1.495514214E-1,-1.992024779E-1,9.798010826E0,9.801176634E0
1.241085032E1,1.351944804E-1,-1.848455518E-1,9.869794846E0,9.872451353E0
1.241336490E1,1.351944804E-1,-1.848455518E-1,9.831509590E0,9.834176440E0
1.241524657E1,1.064806059E-1,-1.992024779E-1,9.798010826E0,9.800614057E0
1.241776115E1,5.383851007E-2,-1.896311939E-1,9.821938515E0,9.823916468E0
1.242027574E1,2.991028316E-2,-1.992024779E-1,9.831509590E0,9.833572956E0
1.242279037E1,4.905286431E-2,-1.800599098E-1,9.821938515E0,9.823711312E0
1.242530496E1,2.033899166E-2,-1.800599098E-1,9.817152977E0,9.818825175E0
1.242781959E1,-8.374879137E-3,-1.657029688E-1,9.821938515E0,9.823339748E0
1.243033418E1,-1.316052489E-2,-2.135594189E-1,9.826724052E0,9.829053181E0
1.243284876E1,-2.273181453E-2,-1.800599098E-1,9.860223770E0,9.861893890E0
1.243536339E1,-2.273181453E-2,-1.896311939E-1,9.812367439E0,9.814225975E0
1.243787798E1,-3.230310604E-2,-1.609173268E-1,9.817152977E0,9.818524861E0
1.244039261E1,7.776673883E-2,-1.704886109E-1,9.807581902E0,9.809371885E0
1.244290720E1,5.862415582E-2,-1.609173268E-1,9.807581902E0,9.809077119E0
1.244479313E1,5.383851007E-2,-1.609173268E-1,9.826724052E0,9.828188977E0
1.244730772E1,6.340979785E-2,-1.800599098E-1,9.812367439E0,9.814224225E0
1.244982230E1,4.426721856E-2,-1.561316848E-1,9.788438797E0,9.789784000E0
1.245233694E1,9.212367237E-2,-1.657029688E-1,9.841081619E0,9.842907684E0
1.245485152E1,1.256231815E-1,-1.609173268E-1,9.817152977E0,9.819275337E0
1.245736615E1,1.064806059E-1,-1.944168359E-1,9.769296646E0,9.771811142E0
1.245988074E1,1.399801224E-1,-1.752742529E-1,9.802796364E0,9.805362413E0
1.246239532E1,1.639083475E-1,-1.848455518E-1,9.783653259E0,9.786771936E0
1.246490990E1,1.591227055E-1,-1.944168359E-1,9.774082184E0,9.777310493E0
1.246742454E1,1.543370634E-1,-1.896311939E-1,9.817152977E0,9.820197172E0
1.246993912E1,1.543370634E-1,-1.992024779E-1,9.821938515E0,9.825170622E0
1.247245371E1,1.878365725E-1,-1.944168359E-1,9.841081619E0,9.844793950E0
1.247434595E1,1.591227055E-1,-2.087737769E-1,9.845867157E0,9.849365797E0
1.247686053E1,1.256231815E-1,-2.183450609E-1,9.841081619E0,9.844305114E0
1.247937516E1,7.776673883E-2,-1.800599098E-1,9.821938515E0,9.823896652E0
1.248188975E1,1.016949639E-1,-1.704886109E-1,9.826724052E0,9.828729004E0
1.248440438E1,9.690931439E-2,-1.896311939E-1,9.836296082E0,9.838601121E0
1.248691897E1,5.862415582E-2,-1.944168359E-1,9.821938515E0,9.824037402E0
1.248943360E1,1.555334684E-2,-1.752742529E-1,9.855438232E0,9.857008964E0
1.249194818E1,2.033899166E-2,-1.752742529E-1,9.831509590E0,9.833092879E0
1.249446277E1,-2.273181453E-2,-1.657029688E-1,9.855438232E0,9.856857357E0
1.249697740E1,4.905286431E-2,-1.896311939E-1,9.821938515E0,9.823891406E0
